vessel_id,mmsi,imo,shipname,callsign,flag_code,flag,ship_type_summary,ship_type_detail_name,length_m,width_m,dwt,grt,year_built
019cc0f7-9cf8-7511-a7bb-d9436f6b4881,538012285,1020708.0,MYKONOS,V7B2629,CN,China (People's Republic of),"Cargo ships, all ships of this type",Bulk Carrier,299.95,50.0,210630.0,109415.0,2026.0
014e4875-3e00-75b0-97ac-878f31749bbd,636019863,9225770.0,JULIE,D5WN3,BS,Bahamas (Commonwealth of the),"Cargo ships, all ships of this type",Container Ship,195.60001,30.200001,30453.0,26061.0,2002.0
018ea3ae-1270-785b-8c86-0120ad2f3dbc,413576520,1037335.0,QUAN TAI,BPNK4,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Chemical Tanker,119.88,18.0,7474.0,5940.0,2024.0
016106e1-5858-71d2-a2c8-2eaabed21a40,601002650,9538751.0,CAPE JASMINE,ZS9485,PA,Panama (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,292.0,45.0,176330.0,91349.0,2012.0
015ea1ac-c8e8-756d-a14c-01fa3ea43b90,371364000,9643726.0,DIRECTION SW,3FWJ8,PA,Panama (Republic of),"Cargo ships, no additional information",Bulk Carrier,134.52,22.200001,16410.0,9998.0,2012.0
0197f428-6710-7236-af20-1b420861225a,414839000,,XIN TAI HAI,BPHD6,CN,China (People's Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",226.0,40.0,,,
0194ced0-1150-7c6b-aa24-dd055d55466a,413698170,9667318.0,REN JIAN GUANGZHOU,BPLC5,CN,China (People's Republic of),"Cargo ships, all ships of this type",Container Ship,179.89999,27.0,27546.0,19296.0,2013.0
014e4764-0c80-7b4c-94c5-dbb0e47036b9,249662000,9445576.0,CMA CGM DEBUSSY,9HA6344,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,262.06,32.25,51687.0,41358.0,2009.0
0179dab5-0518-7cf0-8a27-62513ed9cafb,477708900,9900655.0,NEW ERA,VRUB9,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Crude Oil Tanker,332.59,60.040001,307645.0,162902.0,2021.0
01550ef6-1ff8-7b22-9dd7-54c8a5ed706a,249622000,9696084.0,CMA CGM FUJI,9HA6330,CY,Cyprus (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,184.89999,30.040001,25283.0,25165.0,2016.0
014e4abb-d688-7997-a1a4-54d9d2f73c90,566894000,9632777.0,KOTA MACHAN,9V9976,SG,Singapore (Republic of),"Cargo ships, all ships of this type",Container Ship,221.0,35.0,45349.0,37304.0,2013.0
014e46f4-2fc8-7cae-8cde-531640b7b0fc,538012708,9303168.0,DREAM BEAUTY,V7B3226,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",Ro-Ro Cargo,187.0,28.0,,,
0197f703-b5e8-7f31-8642-81f448e44ffb,413442490,,HUA RUI 52,BLTE7,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,100.0,16.0,,,
014e4854-f460-7d77-bff6-22a96e6294cc,542543110,8413021.0,DARYA MAJU,E6UJ2,CY,Cyprus (Republic of),"Cargo ships, all ships of this type",Cement Carrier,146.0,22.809999,17825.0,10405.0,1985.0
014e4712-9120-79b6-953e-1c180b980878,432823000,9441934.0,BAOSTEEL EMOTION,7JKC,JP,Japan,"Cargo ships, all ships of this type",Ore Carrier,319.57999,54.0,226434.0,119446.0,2011.0
0169e638-a5d0-7e24-9166-6c548842a670,477351200,9516492.0,HENG MAO,VRIC9,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Bulk Carrier,300.0,50.0,207980.0,106497.0,2011.0
0189073f-1128-7a49-8e0a-df65b560712c,352002889,1020576.0,XIN LIN HAI 19,3E4665,PA,Panama (Republic of),"Cargo ships, all ships of this type",General Cargo,116.0,18.0,8597.0,5495.0,2022.0
0198039c-51e8-74dd-b64a-2ffafd2cfb37,574077564,,30 VUON LEN L CH B10,,VN,Viet Nam (Socialist Republic of),Science / Research vessel,Unspecified,0.0,30.0,,,
01808944-6aa0-7445-a8ab-b61d5d88cd79,413488420,,HUASHENGLUNDU01,,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,36.0,11.0,,,
014e5e03-df88-7fa8-ae1a-f1701504a547,412356090,,XINGTAILONG366,PPPPPPP,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,53.0,9.0,,,
016aaf7e-f818-742a-9a62-508a4cad934b,416039000,9790074.0,EVER BLESS,BKLT,TW,China (People's Republic of) - Taiwan (Province of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,210.98,33.0,36972.0,32691.0,2019.0
01856ab1-a080-7922-8044-3fab395d6c76,431864000,9942017.0,GLORIOUS ROSE,7KNW,JP,Japan,"Cargo ships, all ships of this type",Wood Chips Carrier,199.89999,32.0,50000.0,41300.0,2022.0
0197f3de-bbb0-79d5-ab7b-94fb6e010d7a,412521926,,QIONGDANYU16668,1666800,CN,China (People's Republic of),Fishing vessel,Fishing,28.0,5.0,,,
014e46ef-ab88-7ce8-98bc-9350c9624d1c,255915694,9306184.0,ESL SANA,CQ2152,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,304.0,40.060001,81273.0,73934.0,2006.0
018f23e6-ea98-7052-ba5e-e22db24a513f,352003238,1019101.0,ANBIEN SKY,3E7415,PA,Panama (Republic of),"Cargo ships, all ships of this type",Container Ship,172.0,28.0,24454.0,18852.0,2024.0
014e4b7a-b9b8-7af6-a39b-778b9ccb10ee,636025256,9639402.0,SHENG HANG 005,5LWO3,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Oil/Chemical Tanker,176.2,27.0,27212.0,18451.0,2013.0
0182f78b-0760-7de3-a987-95870a5d2a2e,413385020,9958420.0,RUI GAO GE JU,BPAT2,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Oil/Chemical Tanker,99.900002,16.0,4000.0,3655.0,2022.0
014e4abe-43a0-7d41-8754-0d1baba18dbc,636014591,9397779.0,FPMC C INTELLIGENCE,A8VE4,LR,Liberia (Republic of),"Tanker(s), all ships of this type",Crude Oil Tanker,333.0,60.040001,301861.0,159869.0,2010.0
01896ce7-b1d8-7c00-a095-20ccf25e8782,352002938,9982988.0,CRUX TWIN,3E4695,PA,Panama (Republic of),"Cargo ships, all ships of this type",General Cargo,119.0,21.0,13531.0,9931.0,2023.0
014e4cf2-3e88-756f-8a76-46af46a4aa49,574003740,9167411.0,AMBER,XVJV7,SG,Singapore (Republic of),"Tanker(s), all ships of this type",LPG Tanker,99.599998,15.5,4281.0,3465.0,1998.0
018087c4-a488-7827-b18f-5c83a2e81383,412019000,9162019.0,ZHONG TUO 98,BQYT,CN,China (People's Republic of),"Cargo ships, all ships of this type","Cargo ships, all ships of this type",225.0,32.200001,71372.0,37663.0,1997.0
014e4749-b268-7170-8e07-7948694d84ea,352005807,9284855.0,VIET THUAN 80 07,3E8998,PH,Philippines (Republic of the),"Cargo ships, all ships of this type",Bulk Carrier,225.0,32.259998,76466.0,39974.0,2004.0
01616472-7088-77ae-bd73-19848319f969,416032000,9786968.0,EVER BASIS,BKLG,TW,China (People's Republic of) - Taiwan (Province of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,211.89999,33.0,37301.0,33266.0,2018.0
0191a804-b330-7a82-9d2f-4e68ca53b84a,413577230,1064431.0,JIAN XING 158,,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Chemical Tanker,92.0,13.0,2735.0,2536.0,2024.0
014e483d-e9f0-731f-a8e4-6d1206686857,241725000,9534016.0,MARAN LYNX,SVDJ3,SG,Singapore (Republic of),"Tanker(s), all ships of this type",Crude Oil Tanker,333.0,60.0,318833.0,164580.0,2011.0
01523363-e5f8-7f75-8dad-cd898bbb9d86,441106000,9718961.0,PAN FUTURE,D7KF,PA,Panama (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,229.0,32.299999,82048.0,43956.0,2016.0
014e46ea-f868-7390-9f9f-bf53d43b5475,414283000,9189108.0,JINNING17,BPDT8,GR,Greece,"Cargo ships, all ships of this type",Bulk Carrier,224.95,32.240002,72891.0,38564.0,1999.0
017940fe-6b30-7923-88d4-d57e17ef24fb,219027760,9885142.0,NORDBORG MAERSK,OYJB2,DK,Denmark,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,172.0,32.0,27538.0,26255.0,2021.0
01807ded-c098-7046-8d1d-0b88018516fb,477809100,9941104.0,XIN AN,VRUK6,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",172.0,29.0,,,
0186c9d9-6100-76a1-a234-2275a64c39ef,413514090,9958585.0,HONG JIA,BPFC2,CN,China (People's Republic of),"Tanker(s), all ships of this type",LPG Tanker,99.949997,17.0,4346.0,4498.0,2023.0
014e46ea-d540-7866-b3b9-0b89a992adca,477967300,9700938.0,SITC FUJIAN,VRNQ5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,171.99001,27.639999,21196.0,17360.0,2015.0
014e4819-8970-7492-b4de-d8cff62130aa,477242700,9337171.0,COSPEARL LAKE,VRMH6,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Crude Oil Tanker,330.0,60.040001,298195.0,156915.0,2008.0
014e53c1-d200-76b1-9ade-82b9d7b50dba,412476050,9541253.0,HUA XIANG,BOMS,CN,China (People's Republic of),Tugs,Tug/Supply Vessel,60.0,16.0,1744.0,1706.0,2009.0
019e7185-a320-7a90-a677-4eadbefac256,574946430,,81 DAU GHE C9 C11,1234567,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,,,,,
014e46fb-09b0-7436-a582-df0559deb279,413523190,9734472.0,LI MU LING,BOVT4,CN,China (People's Republic of),"Passenger ships, all ships of this type",Ro-Ro/Passenger Ship,123.9,20.0,2123.0,10940.0,2014.0
01808737-a2e0-7fcf-b4e0-d68e578caeec,477996332,,SEA STAR,SSD,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"HSC, all ships of this type",High Speed Craft,32.0,8.0,,,2019.0
019ec1ca-0da8-792e-9488-9c2628979f01,574001729,,THIEN PHAT,,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,,,,,
019e0611-fe18-7c94-b2b4-be8c35bbd0e7,574183458,,CAU LOI D12,1234567,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,26.0,6.0,,,
0188e305-cc20-7bbf-b529-dfc666c2b705,574445625,,P6 LNOI 49 A32,BO12345,VN,Viet Nam (Socialist Republic of),Not available,Unspecified,98.0,,,,
014e46ec-57f8-7d51-a8a7-b4dead8597ea,667002550,1130383.0,XIN WANG TAI,9LS2253,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Tanker,117.0,19.0,9168.0,6385.0,2008.0
019e3d48-b278-7b6a-b7a9-43d647383cce,574510579,,P8 XN 34 A30 94,,VN,Viet Nam (Socialist Republic of),Not available,Unspecified,10.0,10.0,,,
014e5f19-6668-77da-93ac-8a09c8540d5f,352002864,9560998.0,TTP59,3E4644,PA,Panama (Republic of),"Cargo ships, all ships of this type",General Cargo,106.0,16.0,,,
018cc2dc-1b30-7adb-90ea-3eacd9f13464,412488583,,YUELEIYU13389,13389,CN,China (People's Republic of),Fishing vessel,Fishing,46.0,8.0,,,
0191b7d3-ba40-7c7e-aa08-e823f63c8235,413458020,,RUI YUN 5,BKVW6,CN,China (People's Republic of),"Tanker(s), all ships of this type",Tanker,97.0,15.0,,,
019ff8f4-ce48-75ce-acd9-36c29af0ab26,412529159,,YANGPO0222,0222,CN,China (People's Republic of),Fishing vessel,Fishing vessel,36.0,9.0,,,
019e3bc0-d610-7b40-b956-1c1a8c1a5c94,574185555,,GHE,NEO,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,,,,,
01983656-4828-72e2-8ff0-ca3e5c9b815d,412533988,,YUESHANCHENGYU15558,,CN,China (People's Republic of),Fishing vessel,Fishing,27.0,6.0,,,
019e21fc-7a18-7f1e-8787-4b5eee7608a1,574036690,,HOANG GIA,,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,,,,,
0180873d-bd60-76e7-8dad-7a852444adce,412529042,,ZHUWAN3790,N3790,CN,China (People's Republic of),Fishing vessel,Fishing vessel,29.0,8.0,,,
019e0525-5810-7bd8-bada-8e2e1bdb9272,574050001,,TRUNG SO C13 P9 34,,VN,Viet Nam (Socialist Republic of),Not available,Unspecified,60.0,40.0,,,
019e0461-dd18-7f39-bab3-30f980c3b212,574198419,,98 LUU LXN B4,123456,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,26.0,6.0,,,
0180882c-0560-7531-949f-986d4aaf9215,574078068,8008553.0,SAO MAI 01,3WJA,VN,Viet Nam (Socialist Republic of),"Cargo ships, all ships of this type",Multi Purpose Offshore Vessel,64.669998,14.13,1550.0,1276.0,1981.0
019802ff-5e38-7973-82a3-b78f0bfea94c,574562294,,43THAO A2,1234567,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,26.0,6.0,,,
0180a0d0-0508-7f23-a19a-14e620303226,413994916,,LIHANG005,0000,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,49.0,13.0,,,
0197f495-0b90-7ba6-bfef-0dc281fbc68c,412459760,,HUAYUN968,BPIN4,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,98.0,16.0,,,
0197f832-fe88-772e-bdf1-e9b37b435bb8,352004554,1079266.0,SCORPIO 67,3E6839,PA,Panama (Republic of),"Cargo ships, all ships of this type",General Cargo,145.0,20.0,14304.0,9115.0,2006.0
0197f3d5-7c80-72ce-8c9f-a5992bb8df1e,413257230,,QIANG DA HAI GONG 68,BOMH2,CN,China (People's Republic of),Other types of ship,Other,65.0,25.0,,,
01984448-af98-7a7a-9a2d-3ea572b93438,412503247,,GUIFANGYUPAI50284,0050284,CN,China (People's Republic of),Fishing vessel,Fishing,12.0,2.0,,,
01982018-3878-77ea-99aa-89dd3682a684,413580340,,MAIFENG88,,CN,China (People's Republic of),Other types of ship,Other,32.0,8.0,,,
0197fe58-82d8-7b99-8c7f-50c9308d1dbd,412003031,,SHANCHAOHAIMEN03031,03031,CN,China (People's Republic of),Fishing vessel,Fishing,40.0,7.0,,,
01863023-3c48-7f76-8eaf-58bc53926b17,412461395,,YUEJIANGCHENGYU97298,,CN,China (People's Republic of),Fishing vessel,Fishing,30.0,6.0,,,
01808dc4-4988-78d3-be23-782a2cc29ccc,412342900,,QIONGDANYU12182,12182,CN,China (People's Republic of),Fishing vessel,Fishing,26.0,6.0,,,
01808746-0e48-7b2f-8713-77298ffe8beb,413534490,9693446.0,DE SHEN,BSTI,CN,China (People's Republic of),Tugs,Multi Purpose Offshore Vessel,90.0,20.0,4555.0,4730.0,2014.0
014e46ed-d6c8-7652-a64c-57f95ffbdc70,567065500,9260495.0,MESON,HSB53O5,MT,Malta,"Tanker(s), all ships of this type",Oil/Chemical Tanker,102.9,15.63,4823.0,3408.0,2003.0
01808741-4b88-7009-849b-c8c79ab5b3d5,620999565,9113874.0,MOMENTUM PHONIX,D6A3564,TZ,Tanzania (United Republic of),"Cargo ships, no additional information",Bulk Carrier,150.0,26.0,,,
019e0475-74b8-7637-b533-c219d4425e4c,574072406,,THAO NGUYEN 27A,,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,26.0,6.0,,,
01752f85-c7d0-71de-b250-eafd587bb429,413250260,,ZHE LU GONG 003,BONI3,CN,China (People's Republic of),Dredger,Dredger,121.0,22.0,,,
01a07971-cbc0-7d8c-ad45-7bb7bda5a210,608685680,,1,1234567,SH,United Kingdom of Great Britain and Northern Ireland - Ascension Island,Fishing vessel,Fishing vessel,,,,,
019a2354-9c78-7483-a135-ffb991d37ef9,257887000,1041831.0,NOCC PACIFIC,LAYM8,NO,Norway,"Cargo ships, all ships of this type",Vehicles Carrier,199.0,38.0,18600.0,69000.0,2025.0
019e4e97-c9d8-772a-ae6f-0a67358773ad,412501970,,HANG SHENG LONG,BMVJ,CN,China (People's Republic of),"Cargo ships, all ships of this type","Cargo ships, all ships of this type",97.0,16.0,,,
0198be14-3c70-7bf0-9593-1b9fe9b1381d,412468282,,YUESHANCHENGYU15118,,CN,China (People's Republic of),Fishing vessel,Fishing vessel,43.0,7.0,,,
0197fb28-8068-793f-a202-4a46e8608bf9,412467762,,YUEZHUYU30021,,CN,China (People's Republic of),Fishing vessel,Fishing,32.0,7.0,,,
0186e3ac-3be8-7f86-9824-9d78e7447186,412528384,,YUEZHUYUYANG53798,0000000,CN,China (People's Republic of),Fishing vessel,Unspecified,6.0,2.0,,,
0197ff57-ddf0-74f0-ae9b-8d1d87298a14,574012543,,NAM KHANH 68,,VN,Viet Nam (Socialist Republic of),"Cargo ships, all ships of this type",Cargo,79.0,12.0,,,
0197f40d-9f98-7684-a76e-fb5ea26a5fe6,413354560,,XIN FANG ZHOU 18,,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,55.0,9.0,,,
019805d3-a060-71d5-b33a-500a7c8daf2d,574100993,,LXUN 47 P 12 E21 99,,VN,Viet Nam (Socialist Republic of),Not available,Unspecified,10.0,10.0,,,
014e46ed-d6c8-7a0f-8744-a9cfaa9b1b5f,373080000,9234379.0,HE SHENG,3EPO4,AG,Antigua and Barbuda,"Cargo ships, all ships of this type",Container Ship,147.0,23.0,12895.0,9528.0,2002.0
0197f3e7-a4f0-712f-930f-efaf9f41fcaa,412503573,,GUIQINYU12266,0000000,CN,China (People's Republic of),Fishing vessel,Fishing,52.0,8.0,,,
018087c9-b950-7bb2-85a1-5f994497808d,477995128,,PILOT88,VRS4491,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),Pilot vessel,Pilot vessel,14.0,4.0,,,
01a05c2e-b500-718d-8ac1-799024f6ecfc,574243556,,HAI TG 96187 80,,VN,Viet Nam (Socialist Republic of),Not available,Unspecified,,,,,
01756803-e0b0-700e-8e91-05db45d98535,413256210,9918925.0,DONGRUN158,BOMD4,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Z","Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Z",97.0,15.0,,,
01836f7c-7538-78bb-a4f8-b734d170b26f,352005688,8590960.0,ACE GOLD,3E8907,BZ,Belize,"Cargo ships, all ships of this type",General Cargo,145.0,21.0,14736.0,9148.0,2005.0
01808748-8ee8-7271-bf72-ef7c6c5847ea,477937600,9429675.0,SHOPPES FOUR SEASONS,VRDV4,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"HSC, no additional information",High Speed Craft,47.5,11.83,84.0,700.0,2008.0
019e4983-7ed8-7971-a501-22bf9ea2f7c8,574598921,,TM CHI TAM DS A26,CULY,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,17.0,4.0,,,
01871b95-67c8-79bb-a5f3-e54aeaf6b644,412478147,,YUEJIANGCHENGYU96115,,CN,China (People's Republic of),Fishing vessel,Fishing,11.0,7.0,,,
019a4d0b-75a0-7712-9eab-c46e53d8d2af,477204600,1072842.0,WAN FU,VRWX8,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",General Cargo,200.0,32.0,60000.0,38922.0,2025.0
019e0197-5ef0-7632-98a7-d8c4a7452984,413586890,,XIAO HAI SHI,,CN,China (People's Republic of),Pleasure motor craft,Pleasure Craft,20.0,5.0,,,
01837dd3-7690-772b-bd39-76c7ef01dfee,413348310,,BEIBUWANTUO11,,CN,China (People's Republic of),Tugs,Tugs,38.0,12.0,,,
018091f6-b450-73df-a9a2-d776f1c32bc3,413907776,,YUESHAOGUANHUO6299,0,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,67.0,14.0,,,
014e4717-09a8-7c07-8092-53a252ad895c,508111181,9661869.0,AMANI,V8V3146,BN,Brunei Darussalam,"Tanker(s), all ships of this type",LNG Tanker,288.32999,44.200001,85466.0,102585.0,2014.0
019806a7-5798-7637-b764-0b90b0fb6820,574561072,,TEO 34 XU NOI A30,1234567,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,26.0,6.0,,,
0199c9b0-6e18-7c18-a5f9-ae456b109d2d,412511156,,MKMJ,,CN,China (People's Republic of),Fishing vessel,Fishing,40.0,18.0,,,
0191dd12-3a48-786a-bec6-245b3caa44f5,352004440,1081099.0,TONG YUN 16,3E6738,PA,Panama (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,138.60001,20.0,13587.0,8662.0,2019.0
01808739-ba08-7515-bef1-abe018e99c39,574005780,9697791.0,PTSC HAI AN,XVLS7,MY,Malaysia,Tugs,Multi Purpose Offshore Vessel,59.25,14.95,1305.0,1678.0,2015.0
014e46f6-5690-7fa1-98fb-67a0b6a1e05a,413322830,,EN DIAN 7,BBWS3,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,97.0,16.0,,,
01808742-5cf8-75f0-8932-0980ba40349b,413021130,9588691.0,DE AO,BSIQ,CN,China (People's Republic of),Tugs,Multi Purpose Offshore Vessel,59.200001,14.0,1238.0,1470.0,2010.0
0197f4a7-0520-7697-adc7-6edd70c58b85,574237793,,HOANG PHU 93 D12,,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,15.0,6.0,,,
01808740-68f8-7b10-8c14-47e919539a99,351723000,9188128.0,SEA MEADOW 02,3FGM5,PA,Panama (Republic of),"Other types of ship, no additional information","Other types of ship, no additional information",84.0,18.0,4640.0,3040.0,1999.0
01982031-dee0-7a55-a964-b8481d8b3b98,413547470,,JIN YANG 08,,CN,China (People's Republic of),Dredger,Dredger,73.0,15.0,,,
014e7e0b-7930-7ea6-9418-6f61b427579a,413463640,,HAIYANGSHIYOU504,BYAI,CN,China (People's Republic of),Towing,Tugs,34.0,10.0,,,
01856ab6-5b70-7126-9b66-158b4c41cf61,412487344,,YUESUIYU65108,,CN,China (People's Republic of),Fishing vessel,Fishing,10.0,4.0,,,
019e3936-c800-7c17-be51-39f3c8163bcd,412471382,,YUELUYU29904,,CN,China (People's Republic of),Fishing vessel,Fishing,26.0,6.0,,,
0180a24d-5250-76b8-bf78-ecd60b7f9fb6,412482583,,ZHUXIANG1584,G1584,CN,China (People's Republic of),Fishing vessel,Fishing,28.0,7.0,,,
0197fe90-4830-7d29-acb3-781d6964bdde,413615850,,HEFENGSHUNYUAN,,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,149.0,21.0,,,
019f9fad-0828-76e1-90cb-41d69ccb77da,636024349,1049807.0,ZY YULONG,5LSD9,LR,Liberia (Republic of),"Cargo ships, all ships of this type","Cargo ships, all ships of this type",199.0,32.0,,,
0197fe90-c148-784b-b471-6f9ad99ec072,413865883,,YUEQINGYUANHUO8719,KMMIKNJ,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,62.0,13.0,,,
0197f3d7-5cf8-7995-8c49-50673e5ab03c,413865879,,GUANG XING 1 0,,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,60.0,18.0,,,
0180873b-1d80-7a77-8f57-c9e281983087,412474292,,ZHUGUI6069,0006069,CN,China (People's Republic of),Fishing vessel,Fishing,20.0,6.0,,,
014e47c1-6308-72a0-8337-ca4c1bb96b41,413906548,,ZHUHANG28,,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,50.0,10.0,,,
01856ad5-8400-74d5-b31e-762ee220cf32,413509140,,FAXINGYOU198,,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Tanker - Hazard A (Major),54.0,9.0,,,
01790da8-5c00-7084-8f9f-2ef2713599d3,413473820,,SHUNXINGTUO6,HHH,CN,China (People's Republic of),Tugs,Tugs,17.0,6.0,,,
01808997-ca60-72a0-9a7b-b34b0f1b4b32,414351040,,MING WEI 219,,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,56.0,12.0,,,
01808890-5ce0-7485-a842-c9884f4341d8,413211250,,TAI TONG 777,BRIH,CN,China (People's Republic of),"Cargo ships, no additional information","Cargo ships, no additional information",90.0,18.0,,,
01985b48-7138-7f6f-9b51-0eeaa2e105af,574565918,,THONG NHAT 03,1234567,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing vessel,26.0,6.0,,,
01a02a94-1d28-7b35-b164-5f1143467517,416153915,,TIELONG61539 15 99,,TW,China (People's Republic of) - Taiwan (Province of China),Not available,Unspecified,10.0,10.0,,,
0185ae82-9e90-7ba7-ba36-16bd1086ea88,412465874,,YUEWUYU50367,50367,CN,China (People's Republic of),Fishing vessel,Fishing,12.0,4.0,,,
014e47d6-eea8-7401-98b6-8653b320fabb,636020659,9400112.0,PINOCCHIO,5LAB8,MT,Malta,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,274.98001,32.299999,63355.0,50963.0,2009.0
018089e0-c9e0-7833-912b-6e8af5b369e6,413772491,,YUEHANG05,HHH,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,48.0,17.0,,,
018a6fdf-5d40-7550-8457-244df5babe85,331180003,,33118 3 81,,GL,Denmark - Greenland,Not available,Unspecified,0.0,0.0,,,
01808746-5c68-7a1d-bdfb-cb08fe27e891,413269660,,HONG YUN 301,BOPY7,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,99.0,22.0,,,
0197f48d-9d38-7869-abb9-d85586106850,413516730,,CHANG SHENG JI 9,BPFP5,CN,China (People's Republic of),"Cargo ships, all ships of this type","Cargo ships, all ships of this type",182.0,30.0,,,
01857688-2500-7e5d-b907-19739ddfc0df,574292288,,NHO BA PHU HO288 D39,92288,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing vessel,0.0,0.0,,,
019653f6-ded0-7c1e-8c19-db2976ce45fe,352005453,9957191.0,OCEAN LUCKY,3E8714,PA,Panama (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,109.0,17.0,7793.0,5150.0,2021.0
01808746-d198-70f7-b650-45847c64e718,412464470,9235658.0,NANHAI218,BQIJ8,CN,China (People's Republic of),Other types of ship,Multi Purpose Offshore Vessel,66.300003,14.2,1679.0,1595.0,2001.0
01524e83-0f30-797a-992e-fa1f102af81e,412520219,,QIONGSANSHAYU00232,00232,CN,China (People's Republic of),Fishing vessel,Fishing,59.0,9.0,,,
0164fbcd-2150-7757-b45d-1211d2bd646e,314280000,9622930.0,MOKSHA,8PVH,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Bulk Carrier,189.99,32.26,56880.0,33042.0,2011.0
01856aa6-0f90-7016-92f8-a1f294bb6197,412525241,,QIONGDANYU12608,,CN,China (People's Republic of),Fishing vessel,Fishing,23.0,6.0,,,
