vessel_id,mmsi,imo,shipname,callsign,flag_code,flag,ship_type_summary,ship_type_detail_name,length_m,width_m,dwt,grt,year_built
014e46ee-f7d8-70c5-9b17-305e385d6ba1,636011023,9175925.0,WORLD SPIRIT,ELWG7,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Vehicles Carrier,174.98,29.200001,14101.0,37949.0,1998.0
0153bbde-acf0-76e1-924a-c14b81eb1ce8,566645000,9726437.0,SAVITA NAREE,9V5030,SG,Singapore (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,199.9,32.26,62971.0,36416.0,2016.0
017ac8b1-f258-7e05-b2ff-f91f85d94919,413284510,9651747.0,HONG QING,BORJ2,CN,China (People's Republic of),"Tanker(s), all ships of this type",LPG Tanker,99.959999,15.0,2836.0,3187.0,2021.0
014e4878-6a80-7f2a-910f-96a10d3de4ec,354625000,9404651.0,MSC CAMILLE,3FQT9,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,365.51999,51.299999,165644.0,153092.0,2009.0
01808744-1660-77db-87a8-3ced7171b3d3,370442000,9353266.0,SPIL KARTINI,3FNG5,PA,Panama (Republic of),"Cargo ships, all ships of this type","Cargo ships, all ships of this type",268.79999,32.200001,51870.0,42741.0,2008.0
014e46ff-6eb0-75f8-8583-29d25796a516,441702000,9235593.0,KMTC QINGDAO,DSQT9,KR,Korea (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,222.16,30.0,39382.0,27799.0,2003.0
0196cd59-da20-7353-8aa8-92099e003eff,563263100,1018171.0,INTERASIA TACTIC,9V9142,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,204.0,35.0,37160.0,30676.0,2025.0
014e46ee-d0c8-7ccd-8d6d-db08140151c3,538003920,9411006.0,RINI,V7UA8,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",Bulk Carrier,290.0,45.0,177899.0,91373.0,2010.0
014e4729-e5c8-7992-962e-13555e86b6f9,477995263,9662849.0,FEOSO MASTER,VRLU3,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Oil Products Tanker,51.5,16.0,2036.0,1418.0,2013.0
014e5611-9248-7316-9ac0-554324526b13,441540000,9341342.0,SUPER INFINITY,D8SF,PA,Panama (Republic of),"Tanker(s), all ships of this type",Oil/Chemical Tanker,149.60001,22.0,14999.0,10549.0,2009.0
014e489a-dae8-7a2a-bddd-def5a4fe4f19,413468760,9618422.0,SHENG HANG HUA 13,BPCW7,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Oil/Chemical Tanker,112.68,17.0,6531.0,4522.0,2011.0
017ed7d6-9f50-7bf3-a2fe-cb3d7edddaf0,229779000,9867839.0,CMA CGM SYMI,9HA5600,MT,Malta,"Cargo ships, all ships of this type",Container Ship,366.0,51.0,154700.0,150844.0,2022.0
014e46e9-eae0-7d9e-a003-a7ecad58f53f,477995371,9719783.0,GUO LI,VRMX5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Oil Products Tanker,49.5,14.3,1328.0,1021.0,2014.0
0190252a-ac40-7f56-b58a-ddba78a59d95,636023757,9946893.0,MSC JULIETTE,5LPG5,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,366.0,51.0,170588.0,155492.0,2024.0
0192d664-fab8-76fc-9169-4f4f2f4fe4c1,636023028,9967316.0,MANZANILLO BRIDGE,5LLP3,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Container Ship,272.0,43.0,88158.0,75154.0,2024.0
01961918-38e0-770a-b683-427b84c7906a,219700000,9961831.0,AXEL MAERSK,OZKT2,DK,Denmark,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,351.0,54.0,174009.0,172093.0,2025.0
014e478a-68d0-7890-b37b-890b6dd400cb,352828000,9606663.0,SKYHIGH SW,3FAT8,PA,Panama (Republic of),"Cargo ships, all ships of this type",General Cargo,127.67,19.6,14260.0,9963.0,2011.0
014e4731-11b8-7fc5-ba2f-93d308e2f3af,477997162,9678056.0,TAIMIN 1,VRS6417,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Oil Products Tanker,48.0,14.0,,,
0150e93e-3a88-7978-82be-de4c3e362923,352366000,9737503.0,TEXAS TRIUMPH,3FMG7,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,365.94,51.34,146722.0,153014.0,2017.0
014e4880-9840-7e71-b360-cf6bd8ed0622,352002649,9213117.0,MERATUS JAYAGIRI,3E4972,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Container Ship,199.96001,29.799999,33917.0,25535.0,2000.0
01715613-7158-7b0a-b3fc-ba6817dac9b2,413214660,9883156.0,NAN LIAN 18,BOAK5,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Oil/Chemical Tanker,107.88,16.0,5487.0,4475.0,2019.0
014e46f1-7c60-787b-b255-dcc7b622f811,477738900,9404871.0,OOCL SAVANNAH,VRGO8,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,260.04999,32.25,50489.0,40284.0,2010.0
